SHA-1,仓库对象路径,字节大小,类型,Java1.20.1逻辑路径,Java1.20.1 Sound Event,解析状态
40b34e36a30bb0269c16043715f723f1e4b8d481,40/40b34e36a30bb0269c16043715f723f1e4b8d481,17802,ogg,minecraft/sounds/step/coral3.ogg,block.coral_block.fall;block.coral_block.hit;block.coral_block.step,已由Minecraft Java 1.20.1 asset index解析
40b8e244d03ae17483edd4571bd851e10a97050f,40/40b8e244d03ae17483edd4571bd851e10a97050f,10357,ogg,minecraft/sounds/mob/zombified_piglin/zpigdeath.ogg,entity.zombified_piglin.death,已由Minecraft Java 1.20.1 asset index解析
40c52cca876f216379e1bd2296984f0f0aae799a,40/40c52cca876f216379e1bd2296984f0f0aae799a,15904,ogg,minecraft/sounds/block/tuff/step4.ogg,block.tuff.fall;block.tuff.hit;block.tuff.step,已由Minecraft Java 1.20.1 asset index解析
40e5da14b4608b138ec3cc8706e45d6ffb18c405,40/40e5da14b4608b138ec3cc8706e45d6ffb18c405,13001,ogg,minecraft/sounds/block/sweet_berry_bush/place6.ogg,block.sweet_berry_bush.place,已由Minecraft Java 1.20.1 asset index解析
41212571c9437823afb6a5995b8d130ff1ecb3c7,41/41212571c9437823afb6a5995b8d130ff1ecb3c7,442858,ogg,minecraft/sounds/ambient/nether/crimson_forest/addition3.ogg,ambient.crimson_forest.additions,已由Minecraft Java 1.20.1 asset index解析
4122b4543f909f13b37f004bc3eebc3e72378b00,41/4122b4543f909f13b37f004bc3eebc3e72378b00,8180,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
412fbf472c29b9eef3a08cafcf665c0c9bd93ab8,41/412fbf472c29b9eef3a08cafcf665c0c9bd93ab8,16578,ogg,minecraft/sounds/mob/vex/idle1.ogg,entity.parrot.imitate.vex;entity.vex.ambient,已由Minecraft Java 1.20.1 asset index解析
4141ae56f5a72ddcb4f0a109af68b93c2666f87f,41/4141ae56f5a72ddcb4f0a109af68b93c2666f87f,17185,ogg,minecraft/sounds/mob/piglin/hurt2.ogg,entity.piglin.hurt,已由Minecraft Java 1.20.1 asset index解析
415552d5f3fc455cc6611a37619b1d299b2c2bb0,41/415552d5f3fc455cc6611a37619b1d299b2c2bb0,11342,ogg,minecraft/sounds/mob/frog/step3.ogg,entity.frog.step,已由Minecraft Java 1.20.1 asset index解析
416f51c27392dba6cf130674ac4c59c9b822aac1,41/416f51c27392dba6cf130674ac4c59c9b822aac1,9216,ogg,minecraft/sounds/mob/guardian/guardian_hit4.ogg,entity.guardian.hurt,已由Minecraft Java 1.20.1 asset index解析
4178494fd182b540929b0c1f52233d6089fa5ca2,41/4178494fd182b540929b0c1f52233d6089fa5ca2,41101,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
419184b77e37d250aec740da000500df4a5e0f34,41/419184b77e37d250aec740da000500df4a5e0f34,226642,ogg,minecraft/sounds/ambient/nether/warped_forest/addition1.ogg,ambient.warped_forest.additions,已由Minecraft Java 1.20.1 asset index解析
41a44dadfb327a146be5898b715bad6eec86adc7,41/41a44dadfb327a146be5898b715bad6eec86adc7,35529,ogg,minecraft/sounds/item/bucket/fill_axolotl2.ogg,item.bucket.fill_axolotl,已由Minecraft Java 1.20.1 asset index解析
41a66147f1fa43c6662fa5d32421bc7c5df1351c,41/41a66147f1fa43c6662fa5d32421bc7c5df1351c,19464,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
41b1e0e25803369e2ea1657c5d26bb30998ebb64,41/41b1e0e25803369e2ea1657c5d26bb30998ebb64,34277,ogg,minecraft/sounds/mob/turtle/swim/swim3.ogg,entity.turtle.swim,已由Minecraft Java 1.20.1 asset index解析
41b2955116651970a92f6f7aa45ca7d7ecd69ed5,41/41b2955116651970a92f6f7aa45ca7d7ecd69ed5,7872,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
41b34f9f38ee827e734a6a2b6f9e80fc2c83d43d,41/41b34f9f38ee827e734a6a2b6f9e80fc2c83d43d,20126,ogg,minecraft/sounds/mob/goat/jump2.ogg,entity.goat.long_jump;entity.goat.screaming.long_jump,已由Minecraft Java 1.20.1 asset index解析
41b9c631e9c1c40800b3b02a0ac5855d6ad4846d,41/41b9c631e9c1c40800b3b02a0ac5855d6ad4846d,14328,ogg,minecraft/sounds/fireworks/twinkle1.ogg,entity.firework_rocket.twinkle,已由Minecraft Java 1.20.1 asset index解析
41c2c9723623b40a00511dc6263a7057c27b50dd,41/41c2c9723623b40a00511dc6263a7057c27b50dd,12351,ogg,minecraft/sounds/block/candle/break2.ogg,block.candle.break;block.candle.place,已由Minecraft Java 1.20.1 asset index解析
41c950d9cd8f937182453624e2ebd6b659876355,41/41c950d9cd8f937182453624e2ebd6b659876355,742006,json/text,,,未在Java 1.20.1 asset index中解析；本对象不是已识别OGG音频
41cbf5dd08e951ad65883854e74d2e034929f572,41/41cbf5dd08e951ad65883854e74d2e034929f572,7468,ogg,minecraft/sounds/dig/grass1.ogg,block.grass.break;block.grass.place,已由Minecraft Java 1.20.1 asset index解析
41d96b9c4415d933f7a4da7d6a50124ce3d77b22,41/41d96b9c4415d933f7a4da7d6a50124ce3d77b22,27259,ogg,minecraft/sounds/block/lodestone/place1.ogg,block.lodestone.place,已由Minecraft Java 1.20.1 asset index解析
41f5ff104a1d3ab88c363fbe8d4a0614cb016ea4,41/41f5ff104a1d3ab88c363fbe8d4a0614cb016ea4,18045,ogg,minecraft/sounds/block/suspicious_sand/place4.ogg,block.suspicious_sand.place,已由Minecraft Java 1.20.1 asset index解析
420e3450203d8b9257db46c53135691e36072a5d,42/420e3450203d8b9257db46c53135691e36072a5d,6791,ogg,minecraft/sounds/entity/bobber/castfast.ogg,entity.fishing_bobber.throw,已由Minecraft Java 1.20.1 asset index解析
421214a72c9a67bf92f66a26d78f058a39f57a4c,42/421214a72c9a67bf92f66a26d78f058a39f57a4c,21026,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
421afa0cb2bf71e67f204ade30b024884bcf1446,42/421afa0cb2bf71e67f204ade30b024884bcf1446,26034,ogg,minecraft/sounds/item/crossbow/quick_charge/quick2_2.ogg,item.crossbow.quick_charge_2,已由Minecraft Java 1.20.1 asset index解析
421c3c31074b2714229bde2d177723bbc9f2e37e,42/421c3c31074b2714229bde2d177723bbc9f2e37e,11216,ogg,minecraft/sounds/mob/fox/spit3.ogg,entity.fox.spit,已由Minecraft Java 1.20.1 asset index解析
421df41daff74f216d5e37e9b2e34396f08be9e1,42/421df41daff74f216d5e37e9b2e34396f08be9e1,20040,ogg,minecraft/sounds/block/ancient_debris/break1.ogg,block.ancient_debris.break;block.ancient_debris.place,已由Minecraft Java 1.20.1 asset index解析
4231b710979dc406cfd24b5da9f6d50cda6a2823,42/4231b710979dc406cfd24b5da9f6d50cda6a2823,18092,ogg,minecraft/sounds/block/bamboo_wood/break2.ogg,block.bamboo_wood.break;block.bamboo_wood.place,已由Minecraft Java 1.20.1 asset index解析
42409a52c41c8dee98159236a4fd98813f29bef6,42/42409a52c41c8dee98159236a4fd98813f29bef6,25897,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
426c2a45f8a439b7f07ada33a688f8a57e807492,42/426c2a45f8a439b7f07ada33a688f8a57e807492,37411,ogg,minecraft/sounds/mob/goat/screaming_pre_ram4.ogg,entity.goat.screaming.prepare_ram,已由Minecraft Java 1.20.1 asset index解析
4270788804150c672116f1e0e5c0bad7d8fca4cf,42/4270788804150c672116f1e0e5c0bad7d8fca4cf,32734,ogg,minecraft/sounds/block/amethyst/step11.ogg,block.amethyst_block.fall;block.amethyst_block.hit;block.amethyst_block.step;block.amethyst_cluster.fall;block.amethyst_cluster.hit;block.amethyst_cluster.step,已由Minecraft Java 1.20.1 asset index解析
42a25a79668f99c697be57c0353c9e82fc7a5842,42/42a25a79668f99c697be57c0353c9e82fc7a5842,23872,ogg,minecraft/sounds/block/furnace/fire_crackle5.ogg,block.furnace.fire_crackle,已由Minecraft Java 1.20.1 asset index解析
42a6d1b8c9ef9c21d4a7a2684ac946ae822d49ac,42/42a6d1b8c9ef9c21d4a7a2684ac946ae822d49ac,18039,ogg,minecraft/sounds/item/plant/crop3.ogg,item.crop.plant,已由Minecraft Java 1.20.1 asset index解析
42b2964c08f50be3fda62257202efe42f262c005,42/42b2964c08f50be3fda62257202efe42f262c005,17928,ogg,minecraft/sounds/item/axe/strip1.ogg,item.axe.strip,已由Minecraft Java 1.20.1 asset index解析
42be5a4ca8d53cd5042ba64adc4f7ea23427d717,42/42be5a4ca8d53cd5042ba64adc4f7ea23427d717,15942,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
42d0cf9e4bc25a24613d591fc725718c743fa14e,42/42d0cf9e4bc25a24613d591fc725718c743fa14e,20823,ogg,minecraft/sounds/block/stem/break5.ogg,block.stem.break;block.stem.place,已由Minecraft Java 1.20.1 asset index解析
42e712606676d97f9bca5c641a2d92d7c86717ca,42/42e712606676d97f9bca5c641a2d92d7c86717ca,14002,ogg,minecraft/sounds/mob/warden/heartbeat_3.ogg,entity.warden.heartbeat,已由Minecraft Java 1.20.1 asset index解析
42f528479e084b3148bffdeca4332bb7e7525aa5,42/42f528479e084b3148bffdeca4332bb7e7525aa5,15031,ogg,minecraft/sounds/dig/wet_grass2.ogg,block.wet_grass.break;block.wet_grass.place,已由Minecraft Java 1.20.1 asset index解析
430b0fd6b24e24f70909c29a9ae6aca527046d0e,43/430b0fd6b24e24f70909c29a9ae6aca527046d0e,19033,ogg,minecraft/sounds/block/froglight/break4.ogg,block.froglight.break;block.froglight.place,已由Minecraft Java 1.20.1 asset index解析
430b4fa14f229d37140b63f522ed4873855ba670,43/430b4fa14f229d37140b63f522ed4873855ba670,21488,ogg,minecraft/sounds/mob/bee/pollinate3.ogg,entity.bee.pollinate,已由Minecraft Java 1.20.1 asset index解析
430c65ac81151d873a27d611a9dff6c562e38c4f,43/430c65ac81151d873a27d611a9dff6c562e38c4f,10917,ogg,minecraft/sounds/mob/magmacube/big1.ogg,entity.magma_cube.squish;entity.parrot.imitate.magma_cube,已由Minecraft Java 1.20.1 asset index解析
431c1513bd7d75ee6eb20cad361551274d5d08a0,43/431c1513bd7d75ee6eb20cad361551274d5d08a0,23907,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
4325fc21ee491742d793d4b7b5ccb6c970a8dae9,43/4325fc21ee491742d793d4b7b5ccb6c970a8dae9,51334,ogg,minecraft/sounds/block/sculk_shrieker/break4.ogg,block.sculk_shrieker.break,已由Minecraft Java 1.20.1 asset index解析
43388701fac432a567fe9fec421521e6348ad780,43/43388701fac432a567fe9fec421521e6348ad780,54283,ogg,minecraft/sounds/portal/travel.ogg,block.portal.travel,已由Minecraft Java 1.20.1 asset index解析
433ebc43b76a0da8643efbfb8c5c05ef697fef9a,43/433ebc43b76a0da8643efbfb8c5c05ef697fef9a,22365,ogg,minecraft/sounds/mob/tadpole/hurt4.ogg,entity.tadpole.hurt,已由Minecraft Java 1.20.1 asset index解析
434a5173ca5ae72b00a8c4e348589fff1649012a,43/434a5173ca5ae72b00a8c4e348589fff1649012a,16030,ogg,minecraft/sounds/block/big_dripleaf/step3.ogg,block.big_dripleaf.fall;block.big_dripleaf.hit;block.big_dripleaf.step;block.small_dripleaf.fall;block.small_dripleaf.hit;block.small_dripleaf.step,已由Minecraft Java 1.20.1 asset index解析
4352b68f2bf2baf46e6ea07be4a7688efdf5b29d,43/4352b68f2bf2baf46e6ea07be4a7688efdf5b29d,19657,ogg,minecraft/sounds/item/armor/equip_netherite2.ogg,item.armor.equip_netherite,已由Minecraft Java 1.20.1 asset index解析
438be9806f4c2659055da51cdc593ab859a44492,43/438be9806f4c2659055da51cdc593ab859a44492,9271,ogg,minecraft/sounds/block/pointed_dripstone/drip_lava6.ogg,block.pointed_dripstone.drip_lava,已由Minecraft Java 1.20.1 asset index解析
438e1e9f19a6f3f3bea973f12a9655c9edf282bb,43/438e1e9f19a6f3f3bea973f12a9655c9edf282bb,38562,ogg,minecraft/sounds/ambient/underwater/additions/crackles2.ogg,ambient.underwater.loop.additions.rare,已由Minecraft Java 1.20.1 asset index解析
439571a5c08fb8cf12d2001ddf4b9cfc5c0521ec,43/439571a5c08fb8cf12d2001ddf4b9cfc5c0521ec,21952,ogg,minecraft/sounds/mob/wandering_trader/drink_milk5.ogg,entity.wandering_trader.drink_milk,已由Minecraft Java 1.20.1 asset index解析
43a55ffacf92ad9d8f3bb448a73f5fea461bb11f,43/43a55ffacf92ad9d8f3bb448a73f5fea461bb11f,41817,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
43ab5177a7851f3306d991b907eb7c49b7a6a7ff,43/43ab5177a7851f3306d991b907eb7c49b7a6a7ff,40883,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
43ba9e9339435f351b4578723910556354e16d43,43/43ba9e9339435f351b4578723910556354e16d43,13395,ogg,minecraft/sounds/entity/guardian/ambient3.ogg,entity.guardian.ambient;entity.parrot.imitate.guardian,已由Minecraft Java 1.20.1 asset index解析
43c8e9976ed061cf7780d080c15a9f446965540a,43/43c8e9976ed061cf7780d080c15a9f446965540a,16874,ogg,minecraft/sounds/mob/tadpole/death1.ogg,entity.tadpole.death,已由Minecraft Java 1.20.1 asset index解析
43d226ad60714e32737509567d016fd5a675eb57,43/43d226ad60714e32737509567d016fd5a675eb57,10212,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
43e15f44cf8c5e02591246685e968e0612aa1dd4,43/43e15f44cf8c5e02591246685e968e0612aa1dd4,16887,ogg,minecraft/sounds/block/netherite/step2.ogg,block.netherite_block.fall;block.netherite_block.hit;block.netherite_block.step,已由Minecraft Java 1.20.1 asset index解析
43e56e0cd055835eee4c0732117379167a526827,43/43e56e0cd055835eee4c0732117379167a526827,587004,json/text,,,未在Java 1.20.1 asset index中解析；本对象不是已识别OGG音频
442fcb0cd57d4b570a17712e0cccaadb8fa8f598,44/442fcb0cd57d4b570a17712e0cccaadb8fa8f598,16725,ogg,minecraft/sounds/block/chiseled_bookshelf/pickup2.ogg,block.chiseled_bookshelf.pickup,已由Minecraft Java 1.20.1 asset index解析
44361b4a737ed88adf39ed223388c2e5fa1d5e5c,44/44361b4a737ed88adf39ed223388c2e5fa1d5e5c,48659,ogg,minecraft/sounds/mob/sniffer/step2.ogg,entity.sniffer.step,已由Minecraft Java 1.20.1 asset index解析
44380f86e13a06b1f0c6feec2d6644b67e6c4d9c,44/44380f86e13a06b1f0c6feec2d6644b67e6c4d9c,11133,ogg,minecraft/sounds/mob/horse/donkey/angry2.ogg,entity.donkey.angry;entity.mule.angry,已由Minecraft Java 1.20.1 asset index解析
443a6c542e6cb96d8d7d6e185623266ce0c3af69,44/443a6c542e6cb96d8d7d6e185623266ce0c3af69,11446,ogg,minecraft/sounds/block/lantern/break2.ogg,block.lantern.break;block.lantern.fall;block.lantern.step,已由Minecraft Java 1.20.1 asset index解析
443d89006aba8088dee499b50a71f464c8235690,44/443d89006aba8088dee499b50a71f464c8235690,45671,ogg,minecraft/sounds/mob/camel/eat2.ogg,entity.camel.eat,已由Minecraft Java 1.20.1 asset index解析
444f7b9560d44cfd5901d5a0e803c382138342ff,44/444f7b9560d44cfd5901d5a0e803c382138342ff,23245,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
44500fd8d6ab440580c550db5cc245461f998da7,44/44500fd8d6ab440580c550db5cc245461f998da7,40696,ogg,minecraft/sounds/mob/fox/screech4.ogg,entity.fox.screech,已由Minecraft Java 1.20.1 asset index解析
4463a33cbae36dfbfce9fae056cbe51b178d104e,44/4463a33cbae36dfbfce9fae056cbe51b178d104e,20093,ogg,minecraft/sounds/mob/tadpole/hurt2.ogg,entity.tadpole.hurt,已由Minecraft Java 1.20.1 asset index解析
4469da7e49535f86fe8a3cdd86021b44455c225d,44/4469da7e49535f86fe8a3cdd86021b44455c225d,20021,ogg,minecraft/sounds/block/netherwart/break5.ogg,block.wart_block.break;block.wart_block.place,已由Minecraft Java 1.20.1 asset index解析
44a9a68dd718bedbd11b1f895277b648c18c5e0d,44/44a9a68dd718bedbd11b1f895277b648c18c5e0d,23688,ogg,minecraft/sounds/block/candle/extinguish3.ogg,block.candle.extinguish,已由Minecraft Java 1.20.1 asset index解析
44cc77afa1a45e4fc254a2a9660acc2464bbda73,44/44cc77afa1a45e4fc254a2a9660acc2464bbda73,7744,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
44f46567ae7329a71a2e9bfa8702662ba9e8be38,44/44f46567ae7329a71a2e9bfa8702662ba9e8be38,671260,png,realms/textures/gui/images/4.png,,已由Minecraft Java 1.20.1 asset index解析
44fd98a98f08ff8ff436f2f836252208a3d52ad2,44/44fd98a98f08ff8ff436f2f836252208a3d52ad2,21717,ogg,minecraft/sounds/item/brush/brushing_gravel4.ogg,item.brush.brushing.gravel,已由Minecraft Java 1.20.1 asset index解析
450a1ff0ea91374722bde3a23c8b5903f31012ac,45/450a1ff0ea91374722bde3a23c8b5903f31012ac,9690,ogg,minecraft/sounds/mob/dolphin/idle1.ogg,entity.dolphin.ambient,已由Minecraft Java 1.20.1 asset index解析
450e6ae5f90c21a8317eb7d1e76e427a7b765233,45/450e6ae5f90c21a8317eb7d1e76e427a7b765233,20886,ogg,minecraft/sounds/mob/camel/ambient1.ogg,entity.camel.ambient,已由Minecraft Java 1.20.1 asset index解析
4520bc7348647bf6d87da98ed3c94e10cb44bc57,45/4520bc7348647bf6d87da98ed3c94e10cb44bc57,28240,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
455016d86e1ace53fc732190416dccca8cad40fa,45/455016d86e1ace53fc732190416dccca8cad40fa,4747,ogg,minecraft/sounds/entity/witch/throw1.ogg,entity.witch.throw,已由Minecraft Java 1.20.1 asset index解析
4556ec1597a31dd58289580a933cbaa9375ad272,45/4556ec1597a31dd58289580a933cbaa9375ad272,22844,ogg,minecraft/sounds/block/powder_snow/step8.ogg,block.powder_snow.fall;block.powder_snow.hit;block.powder_snow.step,已由Minecraft Java 1.20.1 asset index解析
456b47c7a7ca032fa0f2f06926bf17231f8065f5,45/456b47c7a7ca032fa0f2f06926bf17231f8065f5,19409,ogg,minecraft/sounds/block/sculk/spread5.ogg,block.sculk.spread,已由Minecraft Java 1.20.1 asset index解析
4574e4b3a592117b019e05088947ee26bc55e697,45/4574e4b3a592117b019e05088947ee26bc55e697,633331,png,realms/textures/gui/images/1.png,,已由Minecraft Java 1.20.1 asset index解析
45b2aef7b5049e81b39b58f8d631563fadcc778b,45/45b2aef7b5049e81b39b58f8d631563fadcc778b,6604,ogg,minecraft/sounds/dig/wood3.ogg,block.ladder.break;block.ladder.place;block.wood.break;block.wood.place;entity.armor_stand.fall,已由Minecraft Java 1.20.1 asset index解析
45bdfe06cc8c375dc507e59527c9a89105980085,45/45bdfe06cc8c375dc507e59527c9a89105980085,4761864,ogg,minecraft/sounds/music/game/floating_dream.ogg,music.creative;music.game;music.overworld.forest;music.overworld.jagged_peaks;music.overworld.lush_caves;music.overworld.old_growth_taiga,已由Minecraft Java 1.20.1 asset index解析
45bf909bc5def60f055a57ac776ac277364d76a6,45/45bf909bc5def60f055a57ac776ac277364d76a6,23713,ogg,minecraft/sounds/ambient/weather/rain7.ogg,weather.rain,已由Minecraft Java 1.20.1 asset index解析
45c33eda30a374fa13714fe9999e2ada1fe3ff14,45/45c33eda30a374fa13714fe9999e2ada1fe3ff14,794654,ogg,minecraft/sounds/ambient/nether/basalt_deltas/debris2.ogg,ambient.basalt_deltas.additions,已由Minecraft Java 1.20.1 asset index解析
45cb6cbbff2d7fc1daefbd85b031fd9dcfc70e7b,45/45cb6cbbff2d7fc1daefbd85b031fd9dcfc70e7b,5532231,ogg,minecraft/sounds/music/game/creative/creative5.ogg,music.creative,已由Minecraft Java 1.20.1 asset index解析
45d79642ce7f74e5c11b88bd5145cb2b83f6188d,45/45d79642ce7f74e5c11b88bd5145cb2b83f6188d,25718,ogg,minecraft/sounds/block/suspicious_gravel/break1.ogg,block.suspicious_gravel.break,已由Minecraft Java 1.20.1 asset index解析
45d81989f156d74bd07939be66cb89aecd6f8609,45/45d81989f156d74bd07939be66cb89aecd6f8609,5924,ogg,minecraft/sounds/entity/leashknot/place2.ogg,entity.leash_knot.place,已由Minecraft Java 1.20.1 asset index解析
45e27ec73cfa39e7dfffefcac4935952002da690,45/45e27ec73cfa39e7dfffefcac4935952002da690,68733,ogg,minecraft/sounds/mob/warden/nearby_closest_2.ogg,entity.warden.nearby_closest,已由Minecraft Java 1.20.1 asset index解析
45f65be973d1929c2bd26d4fbc7912ad6bfc4834,45/45f65be973d1929c2bd26d4fbc7912ad6bfc4834,5256,ogg,minecraft/sounds/block/iron_trapdoor/open1.ogg,block.iron_trapdoor.open,已由Minecraft Java 1.20.1 asset index解析
45fa395587834884120631cd8c453c96fb64a4cf,45/45fa395587834884120631cd8c453c96fb64a4cf,14501,ogg,minecraft/sounds/block/azalea_leaves/break4.ogg,block.azalea_leaves.break;block.azalea_leaves.place,已由Minecraft Java 1.20.1 asset index解析
4609ec723b4e724f44c653b82de40ec159d2eea1,46/4609ec723b4e724f44c653b82de40ec159d2eea1,8333,ogg,minecraft/sounds/mob/skeleton/step2.ogg,entity.skeleton.step,已由Minecraft Java 1.20.1 asset index解析
461436665544dc44e12f79cad893de2ad02ddffc,46/461436665544dc44e12f79cad893de2ad02ddffc,6597,ogg,minecraft/sounds/mob/rabbit/hop3.ogg,entity.rabbit.jump,已由Minecraft Java 1.20.1 asset index解析
461b888a53017781d39bab8a20d57f9df3878450,46/461b888a53017781d39bab8a20d57f9df3878450,46897,ogg,minecraft/sounds/mob/dolphin/jump1.ogg,entity.dolphin.jump,已由Minecraft Java 1.20.1 asset index解析
46244605b8663a29cdce7bccc5b2d038241e32ee,46/46244605b8663a29cdce7bccc5b2d038241e32ee,6137,ogg,minecraft/sounds/note/harp.ogg,,已由Minecraft Java 1.20.1 asset index解析
4624c464dbcf6eaa5dba21355ae45d6101c4c905,46/4624c464dbcf6eaa5dba21355ae45d6101c4c905,41904,ogg,minecraft/sounds/mob/turtle/death1.ogg,entity.turtle.death,已由Minecraft Java 1.20.1 asset index解析
462ab0ff3cf7b2a64b5a35d5e8e07d8e52e52b9b,46/462ab0ff3cf7b2a64b5a35d5e8e07d8e52e52b9b,15544,ogg,minecraft/sounds/mob/drowned/hurt2.ogg,entity.drowned.hurt,已由Minecraft Java 1.20.1 asset index解析
462cbc14581ba05f4a5f1e5aa23cb48eb823bf2d,46/462cbc14581ba05f4a5f1e5aa23cb48eb823bf2d,14489,ogg,minecraft/sounds/entity/cow/milk1.ogg,entity.cow.milk,已由Minecraft Java 1.20.1 asset index解析
4632633263997de468f35d0227b5d56c22c911bd,46/4632633263997de468f35d0227b5d56c22c911bd,9513,ogg,minecraft/sounds/mob/horse/land.ogg,entity.horse.land,已由Minecraft Java 1.20.1 asset index解析
4635dcc99501a4a3dab6875b48d2011c5a0064f1,46/4635dcc99501a4a3dab6875b48d2011c5a0064f1,24237,ogg,minecraft/sounds/mob/fox/sniff2.ogg,entity.fox.sniff,已由Minecraft Java 1.20.1 asset index解析
463c56d83d5888290e9b2188f66420c5ce36ab1e,46/463c56d83d5888290e9b2188f66420c5ce36ab1e,26226,ogg,minecraft/sounds/mob/strider/step2.ogg,entity.strider.step,已由Minecraft Java 1.20.1 asset index解析
465bed441f8f55052cd382621a2eeac8b4524a44,46/465bed441f8f55052cd382621a2eeac8b4524a44,25712,ogg,minecraft/sounds/item/crossbow/quick_charge/quick3_1.ogg,item.crossbow.quick_charge_3,已由Minecraft Java 1.20.1 asset index解析
465d7f1092969f8b647065ab9771c88c2cd7182d,46/465d7f1092969f8b647065ab9771c88c2cd7182d,14313,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
4664de25eb2bfc88ebbd638cfae6934dd968ceaa,46/4664de25eb2bfc88ebbd638cfae6934dd968ceaa,3668042,ogg,minecraft/sounds/music/game/creative/creative4.ogg,music.creative,已由Minecraft Java 1.20.1 asset index解析
466b85bdf9e58b35b744ec87d7732c57d07f4063,46/466b85bdf9e58b35b744ec87d7732c57d07f4063,15432,ogg,,,未在Java 1.20.1 asset index中解析（可能来自其他版本/历史缓存）
4696189415397c951c0ec1656af648fc06d62330,46/4696189415397c951c0ec1656af648fc06d62330,58816,ogg,minecraft/sounds/enchant/soulspeed/soulspeed6.ogg,block.sculk_catalyst.bloom;particle.soul_escape,已由Minecraft Java 1.20.1 asset index解析
469677842478f4a68747d7a0716cf63b67b4657b,46/469677842478f4a68747d7a0716cf63b67b4657b,32481,ogg,minecraft/sounds/mob/ravager/idle5.ogg,entity.parrot.imitate.ravager;entity.ravager.ambient,已由Minecraft Java 1.20.1 asset index解析
46dd1e5e0f90bb72261e2986d530e80e8fc50560,46/46dd1e5e0f90bb72261e2986d530e80e8fc50560,6022,ogg,minecraft/sounds/item/hoe/till2.ogg,item.hoe.till,已由Minecraft Java 1.20.1 asset index解析
46e3718a4a4bba759f372b81bdbfcb407354c1f4,46/46e3718a4a4bba759f372b81bdbfcb407354c1f4,12044,ogg,minecraft/sounds/block/cherry_wood/break2.ogg,block.cherry_wood.break;block.cherry_wood.place,已由Minecraft Java 1.20.1 asset index解析
46e5db05b1e91ce33c9c4c63260227fa629230f4,46/46e5db05b1e91ce33c9c4c63260227fa629230f4,10880,ogg,minecraft/sounds/mob/enderdragon/hit2.ogg,entity.ender_dragon.hurt,已由Minecraft Java 1.20.1 asset index解析
46f39e069bda986e13f1e249abb7fbe40ab6d670,46/46f39e069bda986e13f1e249abb7fbe40ab6d670,5356,ogg,minecraft/sounds/item/sweet_berries/pick_from_bush1.ogg,block.cave_vines.pick_berries;block.sweet_berry_bush.pick_berries,已由Minecraft Java 1.20.1 asset index解析
4710afcb488c6ee3881e3b896dfcd5cc2069049a,47/4710afcb488c6ee3881e3b896dfcd5cc2069049a,6579,ogg,minecraft/sounds/block/iron_door/close4.ogg,block.iron_door.close,已由Minecraft Java 1.20.1 asset index解析
47114728c39caacaf6f5fa07b7111f2643747409,47/47114728c39caacaf6f5fa07b7111f2643747409,19075,ogg,minecraft/sounds/block/soul_sand/step3.ogg,block.soul_sand.fall;block.soul_sand.hit;block.soul_sand.step,已由Minecraft Java 1.20.1 asset index解析
473768ad0df67d518b3bd4cfe1c380d6d84bddbf,47/473768ad0df67d518b3bd4cfe1c380d6d84bddbf,15843127,ogg,minecraft/sounds/music/game/nether/nether_wastes/rubedo.ogg,music.nether.nether_wastes,已由Minecraft Java 1.20.1 asset index解析
4750601472f27317c96f7ef978b31445210452fc,47/4750601472f27317c96f7ef978b31445210452fc,593424,json/text,,,未在Java 1.20.1 asset index中解析；本对象不是已识别OGG音频
4763d2ffab6e9948304afb6a41bb38a1f130e196,47/4763d2ffab6e9948304afb6a41bb38a1f130e196,26697,ogg,minecraft/sounds/block/nether_ore/step3.ogg,block.gilded_blackstone.fall;block.gilded_blackstone.hit;block.gilded_blackstone.step;block.nether_gold_ore.fall;block.nether_gold_ore.hit;block.nether_gold_ore.step;block.nether_ore.fall;block.nether_ore.hit;block.nether_ore.step,已由Minecraft Java 1.20.1 asset index解析
47676e0ac57616b21d42e7d805a5ff8a5fa1305b,47/47676e0ac57616b21d42e7d805a5ff8a5fa1305b,20969,ogg,minecraft/sounds/block/basalt/break2.ogg,block.basalt.break;block.basalt.place,已由Minecraft Java 1.20.1 asset index解析
